instance,optimum
XML100_1311_06,33045
XML100_1311_07,28848
XML100_1311_08,30715
XML100_1311_09,29802
XML100_1311_10,65513
XML100_1311_11,37006
XML100_1311_12,49423
XML100_1311_13,30327
XML100_1311_14,29378
XML100_1311_15,33548
XML100_1311_16,33035
XML100_1311_17,32304
XML100_1311_18,42468
XML100_1311_19,27918
XML100_1311_20,50718
XML100_1311_21,40785
XML100_1311_22,29238
XML100_1311_23,47612
XML100_1311_24,33464
XML100_1311_25,36473
XML100_1311_26,29707
XML100_1311_27,26640
XML100_1312_01,21993
XML100_1312_02,22485
XML100_1312_03,29350
XML100_1312_04,32513
XML100_1312_05,30655
XML100_1312_06,27661
XML100_1312_07,14611
XML100_1312_08,18883
XML100_1312_09,22153
XML100_1312_10,29355
XML100_1312_11,22022
XML100_1312_12,22777
XML100_1312_13,18956
XML100_1312_14,19577
XML100_1312_15,21232
XML100_1312_16,15232
XML100_1312_17,20427
XML100_1312_18,23547
XML100_1312_19,16579
XML100_1312_20,26453
XML100_1312_21,16527
XML100_1312_22,27870
XML100_1312_23,22663
XML100_1312_24,29193
XML100_1312_25,19750
XML100_1312_26,17760
XML100_1312_27,18310
XML100_1313_01,16912
XML100_1313_02,17242
XML100_1313_03,18112
XML100_1313_04,14416
XML100_1313_05,18562
XML100_1313_06,14732
XML100_1313_07,16484
XML100_1313_08,15696
XML100_1313_09,22097
XML100_1313_10,13484
XML100_1313_11,16154
XML100_1313_12,13415
XML100_1313_13,21351
XML100_1313_14,13124
XML100_1313_15,11948
XML100_1313_16,13678
XML100_1313_17,16024
XML100_1313_18,12678
XML100_1313_19,16879
XML100_1313_20,15026
XML100_1313_21,13139
XML100_1313_22,13070
XML100_1313_23,12378
XML100_1313_24,14880
XML100_1313_25,18863
XML100_1313_26,17042
XML100_1313_27,13741
XML100_1314_01,11070
XML100_1314_02,12528
XML100_1314_03,10460
XML100_1314_04,13976
XML100_1314_05,12258
XML100_1314_06,14499
XML100_1314_07,10102
XML100_1314_08,11874
XML100_1314_09,13083
XML100_1314_10,13687
XML100_1314_11,11906
XML100_1314_12,14641
XML100_1314_13,11763
XML100_1314_14,11207
XML100_1314_15,15438
XML100_1314_16,11671
XML100_1314_17,15292
XML100_1314_18,10488
XML100_1314_19,12459
XML100_1314_20,12356
XML100_1314_21,13547
XML100_1314_22,10732
XML100_1314_23,13346
XML100_1314_24,12771
XML100_1314_25,14429
XML100_1314_26,13653
XML100_1314_27,10857
XML100_1315_01,10455
XML100_1315_02,9381
XML100_1315_03,11555
XML100_1315_04,11080
XML100_1315_05,8794
XML100_1315_06,10760
XML100_1315_07,9366
XML100_1315_08,11484
XML100_1315_09,8862
XML100_1315_10,10122
XML100_1315_11,12311
XML100_1315_12,8798
XML100_1315_13,9356
XML100_1315_14,9668
XML100_1315_15,10202
XML100_1315_16,9178
XML100_1315_17,10253
XML100_1315_18,10847
XML100_1315_19,9229
XML100_1315_20,10505
XML100_1315_21,9387
XML100_1315_22,9452
XML100_1315_23,9422
XML100_1315_24,11136
XML100_1315_25,10129
XML100_1315_26,10323
XML100_1315_27,11400
XML100_1316_01,7838
XML100_1316_02,7937
XML100_1316_03,8429
XML100_1316_04,7798
XML100_1316_05,8410
XML100_1316_06,8228
XML100_1316_07,8444
XML100_1316_08,9448
XML100_1316_09,9389
XML100_1316_10,7443
XML100_1316_11,7883
XML100_1316_12,9586
XML100_1316_13,8986
XML100_1316_14,8084
XML100_1316_15,8102
XML100_1316_16,9369
XML100_1316_17,7698
XML100_1316_18,9109
XML100_1316_19,9257
XML100_1316_20,9246
XML100_1316_21,9447
XML100_1316_22,8517
XML100_1316_23,7478
XML100_1316_24,7726
XML100_1316_25,7774
XML100_1316_26,8704
XML100_1316_27,8466
XML100_1321_01,22655
XML100_1321_02,27438
XML100_1321_03,31723
XML100_1321_04,27931
XML100_1321_05,26427
XML100_1321_06,28192
XML100_1321_07,28183
XML100_1321_08,24842
XML100_1321_09,25634
XML100_1321_10,23013
XML100_1321_11,20799
XML100_1321_12,44149
XML100_1321_13,27981
XML100_1321_14,21847
XML100_1321_15,19485
XML100_1321_16,33684
XML100_1321_17,22211
XML100_1321_18,33780
XML100_1321_19,20088
XML100_1321_20,29844
XML100_1321_21,21963
XML100_1321_22,34644
XML100_1321_23,45996
XML100_1321_24,28923
XML100_1321_25,27039
XML100_1321_26,37205
XML100_1321_27,37768
XML100_1322_01,20706
XML100_1322_02,21696
XML100_1322_03,17657
XML100_1322_04,27592
XML100_1322_05,15128
XML100_1322_06,23900
XML100_1322_07,20679
XML100_1322_08,31391
XML100_1322_09,20576
XML100_1322_10,24688
XML100_1322_11,19395
XML100_1322_12,23542
XML100_1322_13,13983
XML100_1322_14,15171
XML100_1322_15,25960
XML100_1322_16,25113
XML100_1322_17,21233
XML100_1322_18,28006
XML100_1322_19,18118
XML100_1322_20,20319
XML100_1322_21,21222
XML100_1322_22,19953
XML100_1322_23,25802
XML100_1322_24,24956
XML100_1322_25,21874
XML100_1322_26,18559
XML100_1322_27,20586
XML100_1323_01,12334
XML100_1323_02,13388
XML100_1323_03,13747
XML100_1323_04,12631
XML100_1323_05,18127
XML100_1323_06,14679
XML100_1323_07,15859
XML100_1323_08,18409
XML100_1323_09,13093
XML100_1323_10,16997
XML100_1323_11,16581
XML100_1323_12,18319
XML100_1323_13,12632
XML100_1323_14,14878
XML100_1323_15,17437
XML100_1323_16,14115
XML100_1323_17,23818
XML100_1323_18,12470
XML100_1323_19,16006
XML100_1323_20,15794
XML100_1323_21,12690
XML100_1323_22,16385
XML100_1323_23,12077
XML100_1323_24,13937
XML100_1323_25,17827
XML100_1323_26,14211
XML100_1323_27,18642
XML100_1324_01,11301
XML100_1324_02,9698
XML100_1324_03,13736
XML100_1324_04,11242
XML100_1324_05,12427
XML100_1324_06,10248
XML100_1324_07,11973
XML100_1324_08,14388
XML100_1324_09,10403
XML100_1324_10,10865
XML100_1324_11,11172
XML100_1324_12,9385
XML100_1324_13,14284
XML100_1324_14,10734
XML100_1324_15,13656
XML100_1324_16,14269
XML100_1324_17,13436
XML100_1324_18,9743
XML100_1324_19,10917
XML100_1324_20,11197
XML100_1324_21,13520
XML100_1324_22,10654
XML100_1324_23,11976
XML100_1324_24,13557
XML100_1324_25,10895
XML100_1324_26,10830
XML100_1324_27,11334
XML100_1325_01,11545
XML100_1325_02,10721
XML100_1325_03,8737
XML100_1325_04,13004
XML100_1325_05,12018
XML100_1325_06,11477
XML100_1325_07,10664
XML100_1325_08,9614
XML100_1325_09,10400
XML100_1325_10,8135
XML100_1325_11,12542
XML100_1325_12,9158
XML100_1325_13,10746
XML100_1325_14,8210
XML100_1325_15,11161
XML100_1325_16,9746
XML100_1325_17,10445
XML100_1325_18,10910
XML100_1325_19,11109
XML100_1325_20,10378
XML100_1325_21,11212
XML100_1325_22,11532
XML100_1325_23,11605
XML100_1325_24,10637
XML100_1325_25,8659
XML100_1325_26,10744
XML100_1325_27,9323
XML100_1326_01,8876
XML100_1326_02,8161
XML100_1326_03,7680
XML100_1326_04,7682
XML100_1326_05,8673
XML100_1326_06,7897
XML100_1326_07,7501
XML100_1326_08,8069
XML100_1326_09,7932
XML100_1326_10,9930
XML100_1326_11,8752
XML100_1326_12,8597
XML100_1326_13,8350
XML100_1326_14,8267
XML100_1326_15,9152
XML100_1326_16,8976
XML100_1326_17,7820
XML100_1326_18,8146
XML100_1326_19,8169
XML100_1326_20,8103
XML100_1326_21,9303
XML100_1326_22,8187
XML100_1326_23,7863
XML100_1326_24,8573
XML100_1326_25,8262
XML100_1326_26,7766
XML100_1326_27,9037
XML100_1331_01,39385
XML100_1331_02,25932
XML100_1331_03,38134
XML100_1331_04,44124
XML100_1331_05,24879
XML100_1331_06,24858
XML100_1331_07,30241
XML100_1331_08,35533
XML100_1331_09,45573
XML100_1331_10,35931
XML100_1331_11,25444
XML100_1331_12,24472
XML100_1331_13,41725
XML100_1331_14,36316
XML100_1331_15,26589
XML100_1331_16,24491
XML100_1331_17,24710
XML100_1331_18,28385
XML100_1331_19,28400
XML100_1331_20,34278
XML100_1331_21,43827
XML100_1331_22,46457
XML100_1331_23,25137
XML100_1331_24,30419
XML100_1331_25,33686
XML100_1331_26,25977
XML100_1331_27,30645
XML100_1332_01,22224
XML100_1332_02,18876
XML100_1332_03,26397
XML100_1332_04,19469
XML100_1332_05,25869
XML100_1332_06,17908
XML100_1332_07,24694
XML100_1332_08,19433
XML100_1332_09,18207
XML100_1332_10,18833
XML100_1332_11,22209
XML100_1332_12,17429
XML100_1332_13,19198
XML100_1332_14,16708
XML100_1332_15,25304
XML100_1332_16,25369
XML100_1332_17,14971
XML100_1332_18,19482
XML100_1332_19,20473
XML100_1332_20,22731
XML100_1332_21,23706
XML100_1332_22,18764
XML100_1332_23,17962
XML100_1332_24,18047
XML100_1332_25,22365
XML100_1332_26,17741
XML100_1332_27,30471
XML100_1333_01,13568
XML100_1333_02,19735
XML100_1333_03,14505
XML100_1333_04,16346
XML100_1333_05,17005
XML100_1333_06,14609
XML100_1333_07,20141
XML100_1333_08,19121
XML100_1333_09,17160
XML100_1333_10,19549
XML100_1333_11,13340
XML100_1333_12,14718
XML100_1333_13,19898
XML100_1333_14,14896
XML100_1333_15,12827
XML100_1333_16,13122
XML100_1333_17,14428
XML100_1333_18,15171
XML100_1333_19,16194
XML100_1333_20,16121
XML100_1333_21,21427
XML100_1333_22,19611
XML100_1333_23,16307
XML100_1333_24,16329
XML100_1333_25,20687
XML100_1333_26,17448
XML100_1333_27,15488
XML100_1334_01,9848
XML100_1334_02,13214
XML100_1334_03,10577
XML100_1334_04,9714
XML100_1334_05,14027
XML100_1334_06,10365
XML100_1334_07,12512
XML100_1334_08,10077
XML100_1334_09,14878
XML100_1334_10,13137
XML100_1334_11,9553
XML100_1334_12,15952
XML100_1334_13,11049
XML100_1334_14,12558
XML100_1334_15,10709
XML100_1334_16,16603
XML100_1334_17,11559
XML100_1334_18,11165
XML100_1334_19,10843
XML100_1334_20,12960
XML100_1334_21,12778
XML100_1334_22,11779
XML100_1334_23,12097
XML100_1334_24,14779
XML100_1334_25,11674
XML100_1334_26,13752
XML100_1334_27,10986
XML100_1335_01,9516
XML100_1335_02,10813
XML100_1335_03,10431
XML100_1335_04,8929
XML100_1335_05,10401
XML100_1335_06,12331
XML100_1335_07,8789
XML100_1335_08,9038
XML100_1335_09,10078
XML100_1335_10,8612
XML100_1335_11,9375
XML100_1335_12,9599
XML100_1335_13,9084
XML100_1335_14,9788
XML100_1335_15,10455
XML100_1335_16,9587
XML100_1335_17,10366
XML100_1335_18,12711
XML100_1335_19,9854
XML100_1335_20,10480
XML100_1335_21,9649
XML100_1335_22,10386
XML100_1335_23,10967
XML100_1335_24,8802
XML100_1335_25,10164
XML100_1335_26,10329
XML100_1335_27,9965
XML100_1336_01,8054
XML100_1336_02,9283
XML100_1336_03,8127
XML100_1336_04,8599
XML100_1336_05,8269
XML100_1336_06,8152
XML100_1336_07,8060
XML100_1336_08,9919
XML100_1336_09,8611
XML100_1336_10,7890
XML100_1336_11,8344
XML100_1336_12,8350
XML100_1336_13,7943
XML100_1336_14,10047
XML100_1336_15,8037
XML100_1336_16,8220
XML100_1336_17,8326
XML100_1336_18,9724
XML100_1336_19,8036
XML100_1336_20,8731
XML100_1336_21,9643
XML100_1336_22,7361
XML100_1336_23,8960
XML100_1336_24,8550
XML100_1336_25,8963
XML100_1336_26,9160
XML100_1336_27,8609
XML100_1341_01,24931
XML100_1341_02,33994
XML100_1341_03,36558
XML100_1341_04,32040
XML100_1341_05,30011
XML100_1341_06,27686
XML100_1341_07,39170
XML100_1341_08,23193
XML100_1341_09,38499
XML100_1341_10,24780
XML100_1341_11,31987
XML100_1341_12,25259
XML100_1341_13,47434
XML100_1341_14,41256
XML100_1341_15,28415
XML100_1341_16,38532
XML100_1341_17,29462
XML100_1341_18,35147
XML100_1341_19,26465
XML100_1341_20,31271
XML100_1341_21,29422
XML100_1341_22,27525
XML100_1341_23,18922
XML100_1341_24,23972
XML100_1341_25,40866
XML100_1341_26,31177
XML100_1341_27,34913
XML100_1342_01,25885
XML100_1342_02,24610
XML100_1342_03,22363
XML100_1342_04,17016
XML100_1342_05,25274
XML100_1342_06,21536
XML100_1342_07,22363
XML100_1342_08,18679
XML100_1342_09,15410
XML100_1342_10,19843
XML100_1342_11,19905
XML100_1342_12,20154
XML100_1342_13,24792
XML100_1342_14,14966
XML100_1342_15,16465
XML100_1342_16,23635
XML100_1342_17,23656
XML100_1342_18,23604
XML100_1342_19,16511
XML100_1342_20,18829
XML100_1342_21,30294
XML100_1342_22,29158
XML100_1342_23,28706
XML100_1342_24,18266
XML100_1342_25,23895
XML100_1342_26,20980
XML100_1342_27,26657
XML100_1343_01,12855
XML100_1343_02,12311
XML100_1343_03,20211
XML100_1343_04,11850
XML100_1343_05,16497
XML100_1343_06,19792
XML100_1343_07,12969
XML100_1343_08,14415
XML100_1343_09,20256
XML100_1343_10,17925
XML100_1343_11,18745
XML100_1343_12,19515
XML100_1343_13,17714
XML100_1343_14,16858
XML100_1343_15,16520
XML100_1343_16,18463
XML100_1343_17,19933
XML100_1343_18,13912
XML100_1343_19,13087
XML100_1343_20,18190
XML100_1343_21,21256
XML100_1343_22,13373
XML100_1343_23,15089
XML100_1343_24,20402
XML100_1343_25,19604
XML100_1343_26,17752
XML100_1343_27,18934
XML100_1344_01,11522
XML100_1344_02,12138
XML100_1344_03,11519
XML100_1344_04,12477
XML100_1344_05,11727
XML100_1344_06,11886
XML100_1344_07,12808
XML100_1344_08,10878
XML100_1344_09,9994
XML100_1344_10,12659
XML100_1344_11,12309
XML100_1344_12,13221
XML100_1344_13,14244
XML100_1344_14,11838
XML100_1344_15,10718
XML100_1344_16,13183
XML100_1344_17,11442
XML100_1344_18,11059
XML100_1344_19,11006
XML100_1344_20,13504
XML100_1344_21,12277
XML100_1344_22,15119
XML100_1344_23,10339
XML100_1344_24,10805
XML100_1344_25,12486
XML100_1344_26,10781
XML100_1344_27,12382
XML100_1345_01,11951
XML100_1345_02,9705
XML100_1345_03,9402
XML100_1345_04,10065
XML100_1345_05,9263
XML100_1345_06,9736
XML100_1345_07,8785
XML100_1345_08,9768
XML100_1345_09,11148
XML100_1345_10,10597
XML100_1345_11,10424
XML100_1345_12,11219
XML100_1345_13,7527
XML100_1345_14,9961
XML100_1345_15,10168
XML100_1345_16,10672
XML100_1345_17,12940
XML100_1345_18,8819
XML100_1345_19,9586
XML100_1345_20,10814
XML100_1345_21,12212
XML100_1345_22,9223
XML100_1345_23,10377
XML100_1345_24,10235
XML100_1345_25,11213
XML100_1345_26,9562
XML100_1345_27,10023
XML100_1346_01,9846
XML100_1346_02,7700
XML100_1346_03,7703
XML100_1346_04,7944
XML100_1346_05,7939
XML100_1346_06,7896
XML100_1346_07,9134
XML100_1346_08,9534
XML100_1346_09,8601
XML100_1346_10,8236
XML100_1346_11,8063
XML100_1346_12,8122
XML100_1346_13,8148
XML100_1346_14,7906
XML100_1346_15,8173
XML100_1346_16,8228
XML100_1346_17,7258
XML100_1346_18,9906
XML100_1346_19,8489
XML100_1346_20,8147
XML100_1346_21,8037
XML100_1346_22,7911
XML100_1346_23,8963
XML100_1346_24,8781
XML100_1346_25,7445
XML100_1346_26,8193
XML100_1346_27,9217
XML100_1351_01,29019
XML100_1351_02,34605
XML100_1351_03,26203
XML100_1351_04,19489
XML100_1351_05,42562
XML100_1351_06,30822
XML100_1351_07,24708
XML100_1351_08,30922
XML100_1351_09,31106
XML100_1351_10,26690
XML100_1351_11,34811
XML100_1351_12,36162
XML100_1351_13,39856
XML100_1351_14,21631
XML100_1351_15,26891
XML100_1351_16,31822
XML100_1351_17,24268
XML100_1351_18,27066
XML100_1351_19,21125
XML100_1351_20,28372
XML100_1351_21,34043
XML100_1351_22,27677
XML100_1351_23,30533
XML100_1351_24,20923
XML100_1351_25,22670
XML100_1351_26,39194
XML100_1351_27,33385
XML100_1352_01,17248
XML100_1352_02,30388
XML100_1352_03,26356
XML100_1352_04,15350
XML100_1352_05,14711
XML100_1352_06,24250
XML100_1352_07,21517
XML100_1352_08,20810
XML100_1352_09,14725
XML100_1352_10,18159
XML100_1352_11,17406
XML100_1352_12,24135
XML100_1352_13,23187
XML100_1352_14,30946
XML100_1352_15,16351
XML100_1352_16,19456
XML100_1352_17,23187
XML100_1352_18,26761
XML100_1352_19,26395
XML100_1352_20,19451
XML100_1352_21,25644
XML100_1352_22,19580
XML100_1352_23,26335
XML100_1352_24,16249
XML100_1352_25,15560
XML100_1352_26,20918
XML100_1352_27,16538
XML100_1353_01,16678
XML100_1353_02,14876
XML100_1353_03,14778
XML100_1353_04,14476
XML100_1353_05,18259
XML100_1353_06,12676
XML100_1353_07,12586
XML100_1353_08,18095
XML100_1353_09,15701
XML100_1353_10,14047
XML100_1353_11,16488
XML100_1353_12,17718
XML100_1353_13,17682
XML100_1353_14,15109
XML100_1353_15,16150
XML100_1353_16,12697
XML100_1353_17,18958
XML100_1353_18,17607
XML100_1353_19,15685
XML100_1353_20,12053
XML100_1353_21,14229
XML100_1353_22,17465
XML100_1353_23,12061
XML100_1353_24,20999
XML100_1353_25,14742
XML100_1353_26,17667
XML100_1353_27,14706
XML100_1354_01,12309
XML100_1354_02,14469
XML100_1354_03,11769
XML100_1354_04,11349
XML100_1354_05,12832
XML100_1354_06,10953
XML100_1354_07,13793
XML100_1354_08,10590
XML100_1354_09,11387
XML100_1354_10,12665
XML100_1354_11,13668
XML100_1354_12,13149
XML100_1354_13,11696
XML100_1354_14,12118
XML100_1354_15,12501
XML100_1354_16,12797
XML100_1354_17,11086
XML100_1354_18,12829
XML100_1354_19,15857
XML100_1354_20,14618
XML100_1354_21,14102
XML100_1354_22,11921
XML100_1354_23,14158
XML100_1354_24,13053
XML100_1354_25,11040
XML100_1354_26,11569
XML100_1354_27,13138
XML100_1355_01,8327
XML100_1355_02,10265
XML100_1355_03,10307
XML100_1355_04,9981
XML100_1355_05,9905
XML100_1355_06,10232
XML100_1355_07,11168
XML100_1355_08,10591
XML100_1355_09,10513
XML100_1355_10,8862
XML100_1355_11,11526
XML100_1355_12,9105
XML100_1355_13,9991
XML100_1355_14,10401
XML100_1355_15,9076
XML100_1355_16,10263
XML100_1355_17,9233
XML100_1355_18,8963
XML100_1355_19,8841
XML100_1355_20,9986
XML100_1355_21,10517
XML100_1355_22,9232
XML100_1355_23,9670
XML100_1355_24,11600
XML100_1355_25,8761
XML100_1355_26,10050
XML100_1355_27,11567
XML100_1356_01,8444
XML100_1356_02,8940
XML100_1356_03,8053
XML100_1356_04,8609
XML100_1356_05,8487
XML100_1356_06,8412
XML100_1356_07,7804
XML100_1356_08,8426
XML100_1356_09,7790
XML100_1356_10,8319
XML100_1356_11,7847
XML100_1356_12,8564
XML100_1356_13,8388
XML100_1356_14,7820
XML100_1356_15,8371
XML100_1356_16,8198
XML100_1356_17,7625
XML100_1356_18,8634
XML100_1356_19,8064
XML100_1356_20,7736
XML100_1356_21,7680
XML100_1356_22,7203
XML100_1356_23,8869
XML100_1356_24,7928
XML100_1356_25,7604
XML100_1356_26,8069
XML100_1356_27,8851
XML100_1361_01,40908
XML100_1361_02,40595
XML100_1361_03,30218
XML100_1361_04,37030
XML100_1361_05,27372
XML100_1361_06,31358
XML100_1361_07,54150
XML100_1361_08,38452
XML100_1361_09,40236
XML100_1361_10,23709
XML100_1361_11,27065
XML100_1361_12,25397
XML100_1361_13,27650
XML100_1361_14,35880
XML100_1361_15,23898
XML100_1361_16,33805
XML100_1361_17,27180
XML100_1361_18,29834
XML100_1361_19,24144
XML100_1361_20,24552
XML100_1361_21,27645
XML100_1361_22,26951
XML100_1361_23,28004
XML100_1361_24,27429
XML100_1361_25,25304
XML100_1361_26,32240
XML100_1361_27,47352
XML100_1362_01,31158
XML100_1362_02,21435
XML100_1362_03,21906
XML100_1362_04,14558
XML100_1362_05,23060
XML100_1362_06,33660
XML100_1362_07,21209
XML100_1362_08,18451
XML100_1362_09,17295
XML100_1362_10,18047
XML100_1362_11,27660
XML100_1362_12,20254
XML100_1362_13,17546
XML100_1362_14,18891
XML100_1362_15,19896
XML100_1362_16,15006
XML100_1362_17,20537
XML100_1362_18,23653
XML100_1362_19,12733
XML100_1362_20,17077
XML100_1362_21,13412
XML100_1362_22,21273
XML100_1362_23,15733
XML100_1362_24,26753
XML100_1362_25,19599
XML100_1362_26,18458
XML100_1362_27,28543
XML100_1363_01,13502
XML100_1363_02,16164
XML100_1363_03,12902
XML100_1363_04,18960
XML100_1363_05,14286
XML100_1363_06,12537
XML100_1363_07,15310
XML100_1363_08,19809
XML100_1363_09,16429
XML100_1363_10,16322
XML100_1363_11,12207
XML100_1363_12,16910
XML100_1363_13,12966
XML100_1363_14,13033
XML100_1363_15,12097
XML100_1363_16,14995
XML100_1363_17,13944
XML100_1363_18,15994
XML100_1363_19,13617
XML100_1363_20,16843
XML100_1363_21,13287
XML100_1363_22,16508
XML100_1363_23,11975
XML100_1363_24,18643
XML100_1363_25,13771
XML100_1363_26,18854
XML100_1363_27,13958
XML100_1364_01,14304
XML100_1364_02,13715
XML100_1364_03,13203
XML100_1364_04,11320
XML100_1364_05,11731
XML100_1364_06,14206
XML100_1364_07,11811
XML100_1364_08,12805
XML100_1364_09,12460
XML100_1364_10,13559
XML100_1364_11,13832
XML100_1364_12,10731
XML100_1364_13,11936
XML100_1364_14,14126
XML100_1364_15,10849
XML100_1364_16,14373
XML100_1364_17,11596
XML100_1364_18,10165
XML100_1364_19,12780
XML100_1364_20,13111
XML100_1364_21,13947
XML100_1364_22,13531
XML100_1364_23,13037
XML100_1364_24,14222
XML100_1364_25,11685
XML100_1364_26,10897
XML100_1364_27,13262
XML100_1365_01,11261
XML100_1365_02,8884
XML100_1365_03,8622
XML100_1365_04,9849
XML100_1365_05,9835
XML100_1365_06,9133
XML100_1365_07,10144
XML100_1365_08,7742
XML100_1365_09,10460
XML100_1365_10,9030
XML100_1365_11,9371
XML100_1365_12,10682
XML100_1365_13,10787
XML100_1365_14,9855
XML100_1365_15,10884
XML100_1365_16,9935
XML100_1365_17,11527
XML100_1365_18,11010
XML100_1365_19,9267
XML100_1365_20,12111
XML100_1365_21,10364
XML100_1365_22,9256
XML100_1365_23,9418
XML100_1365_24,10665
XML100_1365_25,13566
XML100_1365_26,11060
XML100_1365_27,10523
XML100_1366_01,8141
XML100_1366_02,8054
XML100_1366_03,8332
XML100_1366_04,8510
XML100_1366_05,8622
XML100_1366_06,7942
XML100_1366_07,7698
XML100_1366_08,8179
XML100_1366_09,8429
XML100_1366_10,7670
XML100_1366_11,9203
XML100_1366_12,7949
XML100_1366_13,7785
XML100_1366_14,7585
XML100_1366_15,8526
XML100_1366_16,8351
XML100_1366_17,8584
XML100_1366_18,8171
XML100_1366_19,7979
XML100_1366_20,9366
XML100_1366_21,8557
XML100_1366_22,7969
XML100_1366_23,7568
XML100_1366_24,8124
XML100_1366_25,9150
XML100_1366_26,8211
XML100_1366_27,9167
XML100_1371_01,35234
XML100_1371_02,18134
XML100_1371_03,28583
XML100_1371_04,30428
XML100_1371_05,62002
XML100_1371_06,31482
XML100_1371_07,40081
XML100_1371_08,37545
XML100_1371_09,28737
XML100_1371_10,24465
XML100_1371_11,44785
XML100_1371_12,23133
XML100_1371_13,35232
XML100_1371_14,37943
XML100_1371_15,35585
XML100_1371_16,42965
XML100_1371_17,36377
XML100_1371_18,20341
XML100_1371_19,40033
XML100_1371_20,44707
XML100_1371_21,29611
XML100_1371_22,29141
XML100_1371_23,29602
XML100_1371_24,41108
XML100_1371_25,33074
XML100_1371_26,26418
XML100_1371_27,32186
XML100_1372_01,16816
XML100_1372_02,18920
XML100_1372_03,23876
XML100_1372_04,18404
XML100_1372_05,15316
XML100_1372_06,21800
XML100_1372_07,20201
XML100_1372_08,25884
XML100_1372_09,16669
XML100_1372_10,22036
XML100_1372_11,22993
XML100_1372_12,19153
XML100_1372_13,18502
XML100_1372_14,22767
XML100_1372_15,17482
XML100_1372_16,24341
XML100_1372_17,18456
XML100_1372_18,22535
XML100_1372_19,18390
XML100_1372_20,13918
XML100_1372_21,26233
XML100_1372_22,30151
XML100_1372_23,21859
XML100_1372_24,23778
XML100_1372_25,34561
XML100_1372_26,25071
XML100_1372_27,22735
XML100_1373_01,14938
XML100_1373_02,15403
XML100_1373_03,18070
XML100_1373_04,13890
XML100_1373_05,14822
XML100_1373_06,17500
XML100_1373_07,13452
XML100_1373_08,15358
XML100_1373_09,17272
XML100_1373_10,16739
XML100_1373_11,14600
XML100_1373_12,17446
XML100_1373_13,12840
XML100_1373_14,13923
XML100_1373_15,17598
XML100_1373_16,13271
XML100_1373_17,14944
XML100_1373_18,13550
XML100_1373_19,14276
XML100_1373_20,12389
XML100_1373_21,12741
XML100_1373_22,14056
XML100_1373_23,13917
XML100_1373_24,17899
XML100_1373_25,12467
XML100_1373_26,17004
XML100_1373_27,14456
XML100_1374_01,10496
XML100_1374_02,11827
XML100_1374_03,10835
XML100_1374_04,15135
XML100_1374_05,11411
XML100_1374_06,10704
XML100_1374_07,14647
XML100_1374_08,11899
XML100_1374_09,16620
XML100_1374_10,12456
XML100_1374_11,11628
XML100_1374_12,11719
XML100_1374_13,12318
XML100_1374_14,12263
XML100_1374_15,10516
XML100_1374_16,13173
XML100_1374_17,14625
XML100_1374_18,11501
XML100_1374_19,9619
XML100_1374_20,10878
XML100_1374_21,15115
XML100_1374_22,13232
XML100_1374_23,11412
XML100_1374_24,10429
XML100_1374_25,11128
XML100_1374_26,10280
XML100_1374_27,10555
XML100_1375_01,9170
XML100_1375_02,9530
XML100_1375_03,10603
XML100_1375_04,10218
XML100_1375_05,8459
XML100_1375_06,12128
XML100_1375_07,9859
XML100_1375_08,9207
XML100_1375_09,11982
XML100_1375_10,8882
XML100_1375_11,8932
XML100_1375_12,9034
XML100_1375_13,10846
XML100_1375_14,8942
XML100_1375_15,10215
XML100_1375_16,11439
XML100_1375_17,8975
XML100_1375_18,9982
XML100_1375_19,10665
XML100_1375_20,9387
XML100_1375_21,11277
XML100_1375_22,9605
XML100_1375_23,9350
XML100_1375_24,9335
XML100_1375_25,11849
XML100_1375_26,8071
XML100_1375_27,10628
XML100_1376_01,8541
XML100_1376_02,7866
XML100_1376_03,8056
XML100_1376_04,8265
XML100_1376_05,8289
XML100_1376_06,8539
XML100_1376_07,7579
XML100_1376_08,7990
XML100_1376_09,8090
XML100_1376_10,8082
XML100_1376_11,8560
XML100_1376_12,8995
XML100_1376_13,8111
XML100_1376_14,8501
XML100_1376_15,8222
XML100_1376_16,8131
XML100_1376_17,8401
XML100_1376_18,8402
XML100_1376_19,8172
XML100_1376_20,7841
XML100_1376_21,8775
XML100_1376_22,7727
XML100_1376_23,8542
XML100_1376_24,8427
XML100_1376_25,7815
XML100_1376_26,8477
XML100_1376_27,7945
XML100_2111_01,22626
XML100_2111_02,29271
XML100_2111_03,22698
XML100_2111_04,28752
XML100_2111_05,29217
XML100_2111_06,28912
XML100_2111_07,23353
XML100_2111_08,23609
XML100_2111_09,29873
XML100_2111_10,28731
XML100_2111_11,23186
XML100_2111_12,29168
XML100_2111_13,28554
XML100_2111_14,22887
XML100_2111_15,23666
XML100_2111_16,24985
XML100_2111_17,23543
XML100_2111_18,23472
XML100_2111_19,30355
XML100_2111_20,23266
XML100_2111_21,23000
XML100_2111_22,28572
XML100_2111_23,31588
XML100_2111_24,29396
XML100_2111_25,28372
XML100_2111_26,24189
XML100_2111_27,23747
XML100_2112_01,17730
XML100_2112_02,18057
XML100_2112_03,15824
XML100_2112_04,16358
XML100_2112_05,15909
XML100_2112_06,16045
XML100_2112_07,17884
XML100_2112_08,20554
XML100_2112_09,16057
XML100_2112_10,16167
